縣市,Location,類型,Class,遊憩據點,Scenic Spots,2008/09,2008/10,2008/11,2008/12,2009/01,2009/02,2009/03,2009/04,2009/05,2009/06,2009/07,2009/08,2009/09,2009/10,2009/11,2009/12,2010/01,2010/02,2010/03,2010/04,2010/05,2010/06,2010/07,2010/08,2010/09,2010/10,2010/11,2010/12,2011/01,2011/02,2011/03,2011/04,2011/05,2011/06,2011/07,2011/08,2011/09,2011/10,2011/11,2011/12,2012/01,2012/02,2012/03,2012/04,2012/05,2012/06,2012/07,2012/08,2012/09,2012/10,2012/11,2012/12,2013/01,2013/02,2013/03,2013/04,2013/05,2013/06,2013/07,2013/08,2013/09,2013/10,2013/11,2013/12,2014/01,2014/02,2014/03,2014/04,2014/05,2014/06,2014/07,2014/08,2014/09,2014/10,2014/11,2014/12,2015/01,2015/02,2015/03,2015/04,2015/05,2015/06,2015/07,2015/08,2015/09,2015/10,2015/11,2015/12,2016/01,2016/02,2016/03,2016/04,2016/05,2016/06,2016/07,2016/08,2016/09,2016/10,2016/11,2016/12,2017/01,2017/02,2017/03,2017/04,2017/05,2017/06,2017/07,2017/08,2017/09,2017/10,2017/11,2017/12,2018/01,2018/02,2018/03,2018/04,2018/05,2018/06,2018/07,2018/08,2018/09,2018/10,2018/11,2018/12,2019/01,2019/02,2019/03,2019/04,2019/05,2019/06,2019/07,2019/08,2019/09,2019/10,2019/11,2019/12,2020/01,2020/02,2020/03,2020/04,2020/05,2020/06,2020/07,2020/08,2020/09,2020/10,2020/11,2020/12,2021/01,2021/02,2021/03,2021/04,2021/05,2021/06,2021/07,2021/08,2021/09,2021/10,2021/11,2021/12,2022/01,2022/02,2022/03,2022/04,2022/05,2022/06,2022/07,2022/08,2022/09,2022/10,2022/11,2022/12,2023/01,2023/02,2023/03,2023/04,2023/05,2023/06,2023/07,2023/08,2023/09,小計,地址
屏東縣,Kentington Resort,其他,Kentington Resort,小墾丁渡假村,Kentington Resort,19619,19007,13441,13590,16952,9130,9056,16004,21504,13607,24214,15098,15811,18436,13733,13863,10254,10788,11722,15285,23036,14682,25848,21827,18008,22603,14886,13863,8601,10530,11265,20546,14784,18951,25832,18898,18248,21527,15393,13655,14572,14572,12660,18289,16960,162,21371,14627,14627,23879,15087,16943,5818,13803,9558,17549,14910,18345,22081,16255,19286,18589,15907,13105,11037,11375,12759,19671,16510,18278,19627,17288,13819,22806,15745,12040,9340,14316,10028,15483,16168,14428,18405,15093,13607,16363,12418,13630,8036,14768,8039,12058,11701,13785,14551,12643,4522,11503,6417,7521,5843,6811,5693,11611,8079,7454,9876,9545,7845,9133,10463,5849,5227,6319,6430,9670,6510,5845,8383,8647,4058,7796,5732,8490,4544,6695,4899,6995,7517,8009,11133,11547,9696,15252,14961,10701,6749,2193,1420,1648,2033,7099,13584,12876,8624,9820,10844,5355,3900,6286,4704,6999,3051,0,0,0,4351,6785,9094,7566,5137,6150,6394,6198,3158,3677,8286,12254,7599,7630,6400,8001,5742,5715,6328,7102,4136,6937,6479,8322,3631,2072345,947屏東縣滿州鄉中山路205號
屏東縣,V.I.P ZONE Shengli Star Village V.I.P ZONE,其他,V.I.P ZONE Shengli Star Village V.I.P ZONE,勝利星村創意生活園區,V.I.P ZONE Shengli Star Village V.I.P ZONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40278,109280,64860,59080,29220,48160,51990,73438,76392,89616,91696,106530,184206,121812,68832,91054,59782,59282,56440,53398,43558,1578904,900屏東縣屏東市青島街106號
屏東縣,Taipower Exhibit Center in Southern Taiwan,其他,Taipower Exhibit Center in Southern Taiwan,台電南部展示館,Taipower Exhibit Center in Southern Taiwan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13253,0,10767,5043,0,0,43751,40738,27980,26663,16774,19794,21350,19826,16386,26859,24408,34457,45705,44006,25060,462820,946005屏東縣恆春鎮後壁湖路96巷33號
屏東縣,Linhousilin Forest Park,其他,Linhousilin Forest Park,林後四林平地森林園區,Linhousilin Forest Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24350,65500,40050,37350,30150,33200,37800,30250,44200,85200,27000,30150,55800,23200,21600,44000,26750,36760,642870,868500,11400,2216080,920屏東縣潮州鎮潮義路221-1號
屏東縣,Pingtung Distillery ,其他,Pingtung Distillery ,屏東酒廠(內埔),Pingtung Distillery ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8594,7530,7657,17920,4289,4432,4964,6410,5990,5736,5270,7119,9082,4912,4874,7722,4945,4676,4842,5089,3988,136041,912屏東縣內埔鄉建國路34號
屏東縣,LiouLi Bridge,其他,LiouLi Bridge,山川琉璃吊橋,LiouLi Bridge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11536,23356,14990,12729,4792,6389,10564,8948,9058,12597,10669,12597,20769,14376,12653,16025,7456,7793,6553,3857,4230,231937,901屏東縣三地門鄉瑪家鄉
屏東縣,Chaozhou Happiness Village,其他,Chaozhou Happiness Village,潮好玩幸福村,Chaozhou Happiness Village,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70778,68407,36853,52477,30735,31460,37219,33351,26870,388150,920屏東縣潮州鎮光春路292號
屏東縣,Seaside Gallery Information Center,其他,Seaside Gallery Information Center,看海美術館旅服中心,Seaside Gallery Information Center,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31500,14429,13177,16160,19512,18985,22263,28265,33170,197461,944屏東縣車城鄉海口路1-12號
花蓮縣,Nanan Visitor Center,國家公園,Nanan Visitor Center,南安遊客中心,Nanan Visitor Center,7769,8055,16528,13319,22047,14641,16397,17704,20351,14739,19297,2699,15778,13708,14958,17008,18008,26930,12068,15012,13106,12173,19476,25267,17977,18234,19921,23903,21510,21092,20376,23535,15743,17296,24562,25283,22824,23236,20392,23466,37578,19373,21987,20037,18384,12088,24176,16894,23817,22601,23157,20602,22651,41887,22030,21543,20112,18750,16512,18696,19749,22069,20930,15400,16574,23480,22452,23126,19134,21589,26251,26660,21264,21805,21923,21418,17614,22011,17217,21547,16898,17834,19523,18528,19804,18796,17830,16046,16949,28533,16470,23519,20425,22722,28793,26931,18670,17613,19233,25012,24474,19951,13316,17971,20347,22216,29130,34188,22408,24273,21404,28013,22627,23265,23404,30310,23693,22302,28858,27862,23275,21618,23855,26657,21924,26010,26386,28353,24358,28632,34775,31287,28446,30436,25996,26551,30899,27033,27279,29949,31663,39123,40541,39847,32601,37335,28344,29379,29566,34530,26708,28022,25852,15083,22058,29543,32413,30016,28242,31187,27202,28077,25487,25314,19597,27631,36668,33544,26519,24141,23886,26688,26425,22681,23770,27181,23572,23351,24778,23367,17458,4164726,982花蓮縣卓溪鄉83-3號
花蓮縣,Taroko National Park Visitor Center,國家公園,Taroko National Park Visitor Center,太魯閣國家公園遊客中心,Taroko National Park Visitor Center,54284,71524,64391,55288,61248,50116,62689,69572,90601,54509,108103,75918,46266,58179,83825,61881,50387,84400,60227,71900,73266,69415,86438,83033,54148,68708,58851,58931,37111,53195,64714,73707,70622,67241,81838,72800,66994,87356,108513,59647,38084,49818,50077,65072,49089,69406,97675,125203,76801,99535,117139,97284,62312,91263,67773,102049,233008,218032,208832,168460,139764,179035,139871,156056,119542,168130,155227,171836,189870,188885,260278,292543,155390,198159,161135,223757,154073,187397,173096,223327,220039,218728,256567,306501,189636,262126,227656,191136,215941,208608,186926,188726,168588,115177,135822,118808,66101,114525,99767,81806,75893,89029,69708,96743,88599,81677,111580,124540,69769,119648,99650,83365,66469,45114,49641,74514,66291,69121,85304,96049,61888,69611,75196,82510,59884,60050,71186,72956,84561,85380,100387,88777,53252,68274,66831,55304,50485,46152,22399,18954,28692,44438,69265,70246,46222,52790,51567,28214,30895,28888,21148,29099,9855,0,4443,19052,19058,23810,28310,22855,21401,18009,29027,14738,7890,20215,47712,43872,24105,29601,21882,27503,28508,22863,26942,38596,31835,33810,51263,49734,36106,16240503,972花蓮縣秀林鄉富世291號
花蓮縣,Pulowan Recreation Area,國家公園,Pulowan Recreation Area,布洛灣遊憩區,Pulowan Recreation Area,14166,19993,23541,18162,36413,18281,24550,30206,32229,25995,30671,21010,11873,10761,29053,16670,21348,36876,16728,21605,15841,13926,25108,24960,15610,13594,9569,9540,8707,27817,10255,15729,13205,18098,22298,17773,43731,47794,42533,37597,49002,47216,37872,54038,42751,42106,71392,38338,42918,47875,46417,37951,30563,57860,40306,46412,7698,8095,18321,32203,24482,25700,34686,49005,39204,27403,34782,43516,44482,65955,62924,35451,79807,99344,74386,62832,52048,52264,38681,57054,54973,57309,57058,43550,39785,34972,34763,36073,35153,48895,52226,42967,37837,23003,29886,30973,14795,18677,15642,16503,16347,17056,16111,20379,20190,14948,23325,33563,21388,26632,23327,19557,17709,8341,13140,16475,16315,22856,23519,28010,13976,21978,20223,20204,19830,18613,16557,14008,15667,20385,18991,13998,13677,20581,19074,14624,15951,11153,9817,7122,7812,10316,17740,27531,34097,40412,37033,28741,37478,38790,39779,39584,17430,254,5167,10557,13227,20859,36381,43746,31511,44538,15835,33710,16315,32599,53855,56387,67020,57329,57611,70739,60793,65189,75315,96452,84362,88445,87015,58132,54547,5862446,972花蓮縣秀林鄉中部橫貫公路
花蓮縣,Provincial Highway 8 Scenic Area,國家公園,Provincial Highway 8 Scenic Area,臺八線沿線景觀區,Provincial Highway 8 Scenic Area,90485,165723,167750,169563,275839,186717,184049,213004,315078,183379,256872,180628,125578,112752,179272,144471,165530,205840,220860,205733,207685,214974,309724,238386,177449,209290,217010,222824,167837,194831,188864,246177,206241,211492,243227,237884,191236,179424,205394,252079,257658,227447,264916,328684,310066,230021,294889,157572,217592,301852,385195,361965,263263,295700,306227,333086,135639,138866,201261,225261,148735,176266,189017,221375,220707,315295,274711,291781,268849,264552,298385,286803,278251,313098,266657,245690,265621,324985,250681,267474,340904,269595,342767,291653,259534,309004,271696,243259,237546,304800,274227,232256,230903,177917,256774,199070,101456,132316,137860,152373,301188,334827,247116,295903,342404,167250,325457,353779,229861,238784,223636,230068,193605,132130,129927,211046,221065,262122,394427,408119,248751,297595,289202,316288,254761,393364,273656,286547,254628,305073,425932,312656,284380,382088,307581,275094,292375,318014,183311,176449,193196,301021,388840,383170,260313,279451,239928,185834,184221,260498,176826,259986,162439,22824,68445,119819,164020,153988,172949,159416,87037,172853,129785,190716,104143,153018,265660,269218,158625,121090,149661,157056,178534,167636,150321,220735,170560,190071,200478,105816,115196,41959006,546南投縣仁愛鄉中部橫貫公路
花蓮縣,Siouguluan River,國家級風景特定區,Siouguluan River,秀姑巒溪遊客中心,Siouguluan River,11897,3978,897,458,31601,17536,27967,31784,29324,16738,15057,12040,14744,11265,13025,486,8753,38367,26155,25066,23786,22745,23077,24669,22086,21692,22059,26655,17624,25644,23097,27719,20194,37183,33420,30547,38707,29752,27213,31301,29650,20797,27411,32553,23798,23691,46473,28882,26812,29496,26599,26538,23338,20628,22421,22461,25745,29345,43846,32637,15036,18112,14960,17073,13869,22304,20672,18055,20057,25356,39040,37967,23529,18606,19598,14088,13481,15399,14948,15987,24945,23771,43269,41403,39829,30260,19679,17419,15078,17306,15725,17189,19695,28442,32141,27808,17610,17661,16529,16317,15967,15069,15318,16966,21168,14535,25955,28923,16600,22222,17572,19680,13853,11182,12494,15795,16308,19396,26969,25079,17969,16119,13185,16230,14150,13621,15319,15052,13856,18729,24300,19043,19355,19001,14394,12615,13843,11721,8533,7858,8273,19395,37666,43189,24635,23177,14539,7300,11831,13457,12905,14545,7585,0,173,6603,11291,13032,12065,11986,9653,11393,10795,11389,5866,12363,27361,26091,16509,11080,8010,8828,11218,9179,8258,11920,9231,16730,18161,19483,11143,3553894,978花蓮縣瑞穗鄉中山路三段215號
花蓮縣,Shihtiping,國家級風景特定區,Shihtiping,石梯坪,Shihtiping,23410,30901,22809,21954,35379,27284,20387,26774,47803,35596,39363,24074,27630,39001,32755,28828,40636,51118,1423,1453,925,1100,4316,3592,854,889,922,1232,34829,38799,59679,77848,58656,51673,53778,56399,48410,66379,69501,70690,70386,101636,114101,126230,76656,62364,87504,93490,68319,83803,72881,66915,42817,135557,129744,157176,86206,119463,114034,173733,164826,134561,180777,180354,211729,242180,392116,387060,375468,278945,232408,235135,240447,249740,185230,208710,63479,71027,64523,72808,71275,56055,56130,28200,38233,50377,43876,16581,54804,66636,62342,60677,43759,42259,43517,38151,19262,29159,29594,29470,31901,30579,25020,30702,27738,20953,26126,31862,21754,30332,29478,32643,24490,20489,21872,30864,23204,22266,29394,31647,18735,21001,20058,27983,20022,31159,31386,30868,29015,24672,27764,24058,15766,21196,17148,16166,19647,13699,8704,8611,10066,18317,28324,32040,23137,31912,23349,8117,13340,20755,13509,14326,6877,0,2567,10575,8972,11226,14893,13865,7227,13400,8598,9126,4311,8330,14836,14464,10719,10833,9246,10993,14807,10570,9305,18548,11618,17312,19891,20715,19297,9855229,977花蓮縣豐濱鄉台11線
花蓮縣,Hualien Ranger Station Visitor Center,國家級風景特定區,Hualien Ranger Station Visitor Center,花蓮管理站遊客中心,Hualien Ranger Station Visitor Center,3357,4435,4431,3696,2893,1235,1386,1147,1816,1502,1826,1995,1386,963,1545,1488,3147,4241,2132,2539,2801,2675,4691,4331,2891,3230,2314,1889,1682,3231,1789,2815,2211,3413,4486,4961,5600,4672,3527,3732,6712,5140,4289,5431,4415,4711,7677,4880,4211,5735,4273,4269,3910,6227,3651,3856,4585,5778,6081,5121,4224,4497,3979,3540,3528,4213,4842,4351,4282,5000,7434,6621,4747,4853,4282,4174,4094,6096,3792,6207,7050,4699,7025,5756,2853,5396,4180,3756,4338,6331,4436,4589,5424,5913,4464,4724,3669,5740,5163,4464,5800,4726,3491,5822,5309,3897,6332,5862,3724,5025,3103,3820,3835,3752,3441,5837,3732,4549,4189,3922,3968,3726,3590,4540,4464,5873,4652,4249,4481,3905,4328,3941,3362,3366,2744,2632,7001,6973,4651,5004,3253,4074,6144,7279,4738,9361,7253,5055,9310,8989,6188,8600,4354,0,1524,6473,8336,4772,8017,3601,3841,5897,4498,5268,3494,3843,6368,8310,5436,5139,4169,4905,4782,4633,4291,6512,6140,6620,7340,6617,6251,819072,974花蓮縣壽豐鄉大坑5號
花蓮縣,Liyu Lake Scenic Area,國家級風景特定區,Liyu Lake Scenic Area,鯉魚潭風景特定區,Liyu Lake Scenic Area,54625,50714,57078,59041,239782,90640,91723,106029,138012,73633,322404,358452,45916,43163,69724,54556,57529,101411,65736,86440,78570,75252,99727,102961,43095,56548,67913,57014,55312,106240,68109,93127,84117,78212,107310,96235,50152,48171,68954,59769,205515,102839,64168,99305,86615,83861,120745,107881,65794,60845,82396,80495,82446,244707,78665,96887,80036,92375,128127,111638,80676,83745,85079,90334,216887,241782,68687,94717,87300,108054,130055,151366,74267,107965,87459,96539,108033,172486,87800,101076,98585,115087,107117,125288,132243,136310,129446,128330,104383,394542,81634,113134,112434,145664,155497,141693,85884,120463,102517,108667,191308,119384,66912,111734,124963,78230,115103,111795,84424,108940,80685,88399,82977,98811,79311,103594,88154,102916,115322,97363,78613,90250,78184,87865,72564,102580,94336,91869,82092,105248,108162,87816,82109,96432,86143,76784,118667,90556,81427,84308,65999,105147,106498,146679,103104,133895,108521,80628,93932,130999,83858,83154,50125,0,19109,61904,70307,83679,105489,85451,76648,118144,77409,78862,64109,52398,186227,159402,108104,90804,73057,72187,129531,84054,70477,102976,69916,86880,160712,143937,104018,18326621,974花蓮縣壽豐鄉
花蓮縣,Jhaofong Leisure Farm,國家級風景特定區,Jhaofong Leisure Farm,新光兆豐休閒農場,Jhaofong Leisure Farm,18102,28421,53578,18125,49393,21126,17556,21484,31294,20209,34015,25695,12425,11998,67751,16010,17141,40686,15896,22571,22246,19488,34731,32087,11945,16585,11681,12159,10880,22334,9573,19426,12687,18879,39434,36101,20927,21098,18264,15436,35512,17939,13935,22106,15895,16830,31240,17579,12368,16588,16025,15212,11849,37676,14338,19828,15515,17170,27525,24997,12443,15700,14415,11318,14806,26729,18307,19618,16371,18819,28020,28219,14379,24336,17437,11141,18967,35466,13281,20093,16306,16348,24886,19592,13665,20097,16042,14208,19268,35801,11865,17651,13337,14523,19645,16321,8749,10429,10983,10619,18478,18166,9338,16477,8041,5378,12997,10616,6453,8272,6734,9577,8615,7609,6216,16164,13168,11540,17182,14488,6978,10228,8625,15765,9214,19681,10177,13837,12001,9053,13060,10146,7981,15105,9179,8644,17810,14338,7665,7915,8614,14492,16019,25408,14716,19678,12297,11207,13484,21629,8613,15450,5576,0,1930,9074,6920,10065,12783,10472,10247,15556,6553,6996,2109,4592,10212,10170,6280,5958,5107,6645,17256,9315,5184,11711,5596,6719,8529,8358,6400,2920595,975花蓮縣鳳林鎮永福街20號
花蓮縣,Hualien Tourism Sugar Factory,國家級風景特定區,Hualien Tourism Sugar Factory,花蓮觀光糖廠,Hualien Tourism Sugar Factory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57202,38496,30944,41848,33072,37336,79092,61762,42720,37083,27930,28978,22873,86261,37877,42604,77219,60044,90647,101308,50251,42730,35357,26211,41045,67637,43192,47294,46454,59067,87535,104777,83803,51004,39212,24361,38037,78714,38272,51861,49610,54156,82356,77856,49964,49172,40186,28799,34474,78698,32364,55182,47098,53756,73478,81516,42262,43858,37003,37368,65263,53133,35327,59387,48787,37180,65830,76270,41366,44660,27547,32843,25797,60007,37170,56955,40515,43970,65886,73086,43044,30996,28920,41941,27188,67619,38609,46225,30955,44441,59587,58828,39977,39192,28736,23687,47829,39496,31840,30576,40027,59486,71155,73516,46464,53760,33538,22853,26808,61511,35715,39565,21412,0,13591,42737,35512,31392,25544,26276,25587,47592,29449,29310,15491,32077,65997,64823,78601,37107,23628,23101,70941,40512,31645,51158,32306,41725,57159,62058,156401,6709461,97642花蓮縣光復鄉糖廠街19號
花蓮縣,Li Chuan Aquafarm,國家級風景特定區,Li Chuan Aquafarm,立川漁場,Li Chuan Aquafarm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10560,6000,8000,20000,20000,20500,27400,25120,18900,24500,28000,21000,8100,26250,37877,17280,21000,29750,38680,52000,23580,23818,21000,16680,11440,22950,28600,29700,41000,42500,70500,67200,26800,28800,29750,22125,11200,31725,0,31850,41650,42750,74400,68500,25060,20330,12843,10541,12350,31725,9870,16500,23000,22500,30230,37500,14850,20990,17945,11090,17885,24350,12805,25755,24670,0,0,35747,0,25600,0,0,14627,0,16800,29500,29300,29385,52700,36000,40200,27141,25470,35700,15940,21285,24600,27899,26145,31259,38800,33500,28037,40200,26690,25300,17775,10243,6261,4045,8670,32374,37190,69127,53929,49610,22290,26660,18020,20530,17390,17505,9890,0,0,17440,14063,14140,27660,18020,19290,15840,15415,14805,3645,5536,27680,23328,30226,24830,13530,16439,16250,11742,7235,13308,21500,17800,21230,27310,18502,3308322,974花蓮縣壽豐鄉魚池45號
花蓮縣,Chike Mountain,國家級風景特定區,Chike Mountain,赤科山,Chike Mountain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22028,20470,16775,20005,12823,23472,28606,105827,86321,2221,2552,2812,3140,2894,7862,8851,3129,3525,4071,39978,24506,441868,981花蓮縣玉里鎮
花蓮縣,Liushishi Mountain ,國家級風景特定區,Liushishi Mountain ,六十石山,Liushishi Mountain ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51454,47145,33613,32151,90977,37096,41610,107235,141099,10840,7032,9163,11057,8510,18261,23072,6858,8125,11843,64995,54870,817006,983花蓮縣富里鄉
花蓮縣,Tropic of Cancer Marker,國家級風景特定區,Tropic of Cancer Marker,北回歸線標誌公園,Tropic of Cancer Marker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42745,39283,29992,38356,28008,25034,36478,36567,30335,306798,978花蓮縣瑞穗鄉中正南路二段76-9號
花蓮縣,Chishingtarn Scenic Area,直轄市及縣(市)級風景特定區,Chishingtarn Scenic Area,七星潭風景區,Chishingtarn Scenic Area,97288,120940,99432,84436,186783,103422,102633,103369,106551,95264,184594,151468,96971,116795,96884,82681,86284,93896,98027,102840,103296,92744,179076,168893,91008,112971,90109,79402,83195,76695,102702,97589,54250,154599,195904,187570,93042,121013,98272,80191,114316,89573,110094,103765,111439,166179,203753,199673,97772,96666,107002,86208,90875,95689,107911,112488,114171,167408,205791,200657,101766,99750,114335,163668,94117,107206,92346,82652,121631,90151,92648,101710,92030,103465,104596,166643,159010,146936,95310,92319,96526,106578,147081,125144,116144,115140,107375,96906,112031,218326,109376,102992,84835,86661,138823,135273,100830,124412,109995,117727,139079,130927,95674,101296,107150,93098,132423,129234,119493,105500,101421,103649,88138,36655,83439,93800,90100,91405,108521,102991,88560,86102,95817,97093,111339,125314,87087,87211,77972,87735,166690,111204,83177,86867,80902,80345,137816,63635,41441,43770,39465,65042,67902,65908,52120,61029,44925,48413,73201,90775,53161,36975,17762,0,5724,36446,50160,33071,22239,33394,30168,62843,43689,39734,28818,49894,46028,44954,44659,37039,30080,30525,84151,33419,34351,39824,30805,40350,40746,44060,27983,17284875,971花蓮縣新城鄉七星街79巷5號
